game_id,rated,turns,victory_status,winner,time_increment,white_id,white_rating,black_id,black_rating,moves,opening_code,opening_moves,opening_fullname,opening_shortname,opening_response,opening_variation
3683,TRUE,119,Resign,White,5+8,celtica,1651,kingcrazy99,1385,e4 e5 Bb5 a6 Bc4 Nc6 Qf3 Nf6 Qb3 Bc5 Bxf7+ Ke7 f3 Nd4 Qd3 Kxf7 c3 Nb5 Qc4+ d5 Qxc5 b6 Qc6 Bd7 Qxd5+ Be6 Qxd8 Raxd8 Ne2 Rhe8 O-O c5 a4 Nc7 Rd1 Bc4 Ng3 Rd3 Na3 Bb3 Re1 Ne6 Nf5 Red8 Kf2 Bxa4 Re3 g6 Rxd3 Rxd3 Ne3 b5 Rb1 b4 cxb4 cxb4 Nac4 Bb3 Na5 Ba4 Ra1 Bb5 b3 Nc5 Ng4 Nxg4+ fxg4 Nxb3 Nxb3 Rxb3 h3 Rd3 Ra2 Rd4 Ke3 Rd3+ Kf2 b3 Rb2 Bc4 Rb1 Rd4 Ra1 Rxe4 Bb2 Re2+ Kf3 Rxd2 Bxe5 b2 Rb1 Bd3 Rxb2 Rxb2 Bxb2 a5 Ba3 a4 Ke3 Bf1 Kf2 Bd3 g5 Ke6 g4 Kd5 h4 Kc4 h5 gxh5 gxh5 Kb3 Bf8 a3 Bg7 a2 Ke3 a1=Q Bxa1,C20,3,Portuguese Opening,Portuguese Opening,,
3684,TRUE,18,Resign,Black,15+5,mahan6,1347,kingcrazy99,1376,e4 e5 Nf3 Nf6 Nxe5 Nc6 Nxc6 dxc6 e5 Ne4 d3 Bc5 dxe4 Bxf2+ Ke2 Bg4+ Kxf2 Qxd1,C42,6,Russian Game: Stafford Gambit,Russian Game,,Stafford Gambit
3685,FALSE,30,Resign,Black,10+2,kingcrazy99,1376,driesronsse,1444,e4 e6 Nf3 h6 Nc3 a6 d4 Bb4 Bd2 Bxc3 Bxc3 Nf6 Bd3 Nc6 Nh4 Qe7 Qf3 Nb4 O-O Nxd3 Qxd3 d5 e5 Nd7 Nf3 Nb6 b3 Bd7 g3 Bb5,C00,3,French Defense: Knight Variation,French Defense,,Knight Variation
3686,TRUE,89,Out of Time,White,10+1,kazikkizak,1383,kingcrazy99,1386,e4 e6 e5 c5 Nf3 Nc6 Bc4 d6 Qe2 g6 d3 Bg7 Bf4 Nge7 Nc3 Nf5 Bg5 Qb6 Bb3 Nxe5 Nxe5 Bxe5 Ne4 O-O Nf6+ Kg7 O-O Bxf6 Bxf6+ Kxf6 Rfe1 Qc6 Qg4 b6 Re2 Bb7 f3 Nd4 Re4 Nxb3 axb3 c4 bxc4 Qc5+ Kf1 Bxe4 dxe4 Qxc4+ Kf2 Qxc2+ Kg3 Qxb2 Qf4+ Ke7 Rd1 Qe5 Qxe5 dxe5 Rc1 f5 Rc7+ Kd6 Rxh7 fxe4 fxe4 b5 Rb7 Rfb8 Rg7 b4 Rxg6 b3 h4 b2 h5 b1=Q h6 Qe1+ Kg4 Qxe4+ Kh5 Qf5+ Rg5 Qf7+ Rg6 e4 g4 e3 Kg5,C00,3,French Defense: Steinitz Attack,French Defense,,Steinitz Attack
3687,TRUE,35,Mate,White,17+2,cheussr,1489,kingcrazy99,1394,b4 e5 b5 Nf6 Nf3 Bc5 Nxe5 O-O e3 Re8 d4 Bb4+ Bd2 Bxd2+ Qxd2 Ne4 Qd3 Nd6 g3 c6 c4 cxb5 cxb5 Qa5+ Nd2 f6 Nc4 Nxc4 Qxc4+ Kh8 Qf7 Re6 Bc4 Rd6 Qf8#,A00,1,Polish Opening,Polish Opening,,
3688,TRUE,11,Resign,White,10+0,seilon,1429,kingcrazy99,1404,e4 e6 Nf3 d6 d4 Nf6 Nc3 b6 Bb5+ Nfd7 Bc6,C00,3,French Defense: Knight Variation,French Defense,,Knight Variation
3689,TRUE,22,Resign,Black,10+5,kingcrazy99,1431,robtral9,1376,e4 c6 Nf3 d5 exd5 cxd5 Nc3 d4 Nb5 Nc6 d3 e5 c3 a6 Qa4 Bd7 cxd4 axb5 Qxb5 Nxd4 Nxd4 Bxb5,B10,2,Caro-Kann Defense,Caro-Kann Defense,,
3690,TRUE,43,Mate,White,15+5,midohazem,2005,damastaodisasta,2151,e4 c5 Nc3 Nc6 Nf3 g6 Bc4 Bg7 O-O e6 d4 cxd4 Nb5 d6 Bg5 Nge7 Nfxd4 Nxd4 Nxd4 O-O Qd2 Re8 Rad1 a6 Bh6 Bh8 Bb3 Qc7 c3 b5 Rfe1 Rd8 Bg5 Bb7 Nxe6 fxe6 Bxe6+ Kg7 Qd4+ Kf8 Qxh8+ Ng8 Qxg8#,B25,4,Sicilian Defense: Closed Variation |  Traditional,Sicilian Defense,,Closed Variation
3691,TRUE,59,Resign,White,3+8,smalex,2285,damastaodisasta,2173,c4 e5 g3 Nf6 b3 Nc6 Bb2 d5 Bg2 Be6 d3 Bb4+ Nd2 O-O a3 Be7 Nh3 h6 f4 Qd7 Nf2 exf4 gxf4 d4 Nde4 Nh5 Qd2 Bh4 O-O-O f5 Nc5 Qe7 Nxe6 Bxf2 Kb1 Rf6 Bxc6 bxc6 Nxd4 Be3 Qc3 Nxf4 Rhg1 g6 Nxf5 Rxf5 Qh8+ Kf7 Qxa8 Bxg1 Rxg1 Nxe2 Re1 Qe3 Qxc6 Qxd3+ Ka1 Rf6 Qxf6+,A20,2,English Opening: King's English Variation,English Opening,,King's English Variation
3692,TRUE,41,Mate,White,10+0,throwaway10825,1500,piley159,1370,b3 d5 Nf3 e6 c4 Nc6 e3 Nf6 Bb2 Ne4 Be2 Nb4 a3 Nc6 O-O dxc4 bxc4 f5 Nc3 Nxd2 Qxd2 Bc5 Qxd8+ Nxd8 Nb5 O-O Nxc7 Rb8 Rfd1 Nc6 Ne5 Nxe5 Bxe5 Bd7 Rxd7 Rbd8 Rxg7+ Kh8 Rg3+ Rf6 Bxf6#,A06,3,Nimzowitsch-Larsen Attack,Nimzowitsch-Larsen Attack,,
3693,TRUE,58,Mate,Black,10+0,piley159,1370,throwaway10825,1500,e4 c6 Nc3 d5 d4 dxe4 Nxe4 Bf5 Bd3 Qc7 Nf3 e6 O-O Bxe4 Bxe4 Nf6 Qe1 Bd6 g3 Nbd7 Bd3 O-O c4 c5 b3 e5 dxe5 Nxe5 Nxe5 Bxe5 Bf4 Bxf4 gxf4 Qxf4 f3 Qd4+ Qf2 Qxd3 Rad1 Qf5 f4 Rad8 a3 Rxd1 Rxd1 Qg4+ Kh1 Qxd1+ Qg1 Qxb3 Qxc5 Qf3+ Kg1 Rd8 Qb4 Rd1+ Qe1 Rxe1#,B18,8,Caro-Kann Defense: Classical Variation,Caro-Kann Defense,,Classical Variation
3694,TRUE,16,Resign,White,10+0,chatochess,1514,piley159,1378,d4 d5 Bf4 Nc6 Nc3 e5 dxe5 Nxe5 Bxe5 f6 Bf4 Bd6 Bxd6 Qxd6 Nxd5 Qb4+,D00,3,Queen's Pawn Game: Mason Attack,Queen's Pawn Game,,Mason Attack
3695,TRUE,48,Mate,Black,10+0,maninblack909,1311,piley159,1368,d4 d5 Bf4 Nf6 e3 e5 Bxe5 Ne4 Bb5+ c6 Bd3 Bb4+ c3 Ba5 b4 Bb6 Nd2 Qh4 Qf3 Bg4 Qf4 g5 Ngf3 Qxf2+ Kd1 Nxc3+ Kc2 Bxd4 exd4 Ne2 Qxg4 h5 Qc8+ Ke7 Qxh8 Nd7 Qxa8 Nb6 Qb8 Na4 Bg3 Nxd4+ Kd1 Nb2+ Kc1 Nxd3+ Kd1 Qe2#,D00,3,Queen's Pawn Game: Mason Attack,Queen's Pawn Game,,Mason Attack
3696,TRUE,88,Out of Time,Black,10+0,piley159,1369,ccg_tabiler,2070,d4 Nf6 Nc3 d5 Bf4 c6 Nf3 Bf5 Nh4 Be6 Qd3 g6 g3 Bg7 Bg2 O-O O-O Na6 a3 Nc7 Rfe1 Qd7 Bf3 Nce8 e4 dxe4 Nxe4 Nxe4 Rxe4 Nf6 Ree1 Nd5 Bg5 f6 Bd2 g5 Ng2 Bf5 Qb3 Kh8 Rad1 Rfe8 c4 Nb6 Ne3 Be6 d5 cxd5 Nxd5 Nxd5 cxd5 Bf7 Be3 Qf5 Bd4 e5 dxe6 Bxe6 Qxb7 Rab8 Qc6 Bd7 Qc7 Rbc8 Qxa7 g4 Be4 Rxe4 Rxe4 Qxe4 Qxd7 Re8 Bc3 h5 Re1 Qxe1+ Bxe1 Rxe1+ Kg2 Re5 Qc8+ Kh7 h3 gxh3+ Kxh3 Kg6 Qc2+ Kf7,D01,4,Queen's Pawn Game: Chigorin Variation,Queen's Pawn Game,,Chigorin Variation
3697,TRUE,61,Resign,White,10+0,piley159,1344,gagomanuk71,1961,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6 Nc3 Nf6 Bf4 Be7 Bc4 Be6 O-O O-O Bxe6 fxe6 Qc4 Qd7 g3 Kh8 Rad1 h6 e5 d5 exf6 Bxf6 Rfe1 Rad8 Qxc7 Qe8 Nxd5 Bxb2 Qxb7 Ba3 Qxa7 Bb2 Qb6 Ba3 Qxe6 Qh5 Qc6 Rf5 Nc3 Rxd1 Rxd1 Rc5 Qe4 Rc8 Rd7 Re8 Qd3 Re1+ Kg2 Bf8 Be3 Qf5 Qxf5,C45,7,Scotch Game,Scotch Game,,
3698,TRUE,70,Resign,Black,10+0,kupres,1880,piley159,1320,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 Nf6 Nf3 Qd6 O-O Nc6 g3 Bf5 d3 a6 Bf4 Qb4 Qc1 Qb6 Be3 Qb4 a3 Qd6 Nh4 Bh3 Re1 Nd4 Ne4 Nxe2+ Rxe2 Nxe4 dxe4 e5 Rd2 Qc6 f3 Be7 Ng2 Be6 Qe1 O-O Rad1 f5 exf5 Rxf5 Qe2 Bc4 Qf2 Rxf3 Qe1 Rf1+ Qxf1 Bxf1 Kxf1 Qb5+ Kg1 Qxb2 a4 Qa2 Ne1 Qxa4 Nf3 Qe4 Rd7 Qxe3+ Kg2 Qe2+ Kg1 Bc5+,B01,4,Scandinavian Defense: Mieses-Kotroc Variation,Scandinavian Defense,,Mieses-Kotroc Variation
3699,TRUE,12,Resign,Black,10+0,nanang8231,1807,piley159,1274,g4 d5 Bg2 Bxg4 b3 e6 Bb2 Nc6 Nh3 a6 f3 Bxh3,A00,3,Grob Opening: Grob Gambit,Grob Opening,,Grob Gambit
3700,TRUE,45,Mate,White,10+0,piley159,1253,digidik,1620,e4 e5 Nf3 d6 d4 exd4 Qxd4 c5 Qa4+ Bd7 Qb3 b6 Bc4 Qe7 O-O b5 Bxb5 Bxb5 Qxb5+ Nd7 Nc3 Nf6 Qc6 Rb8 Bg5 h6 Nd5 Qe6 Nc7+ Ke7 Nxe6 Kxe6 Bxf6 Nxf6 e5 Nd7 Rfe1 Nb6 exd6+ Kf6 d7+ Kf5 Re5+ Kf4 Qe4#,C41,6,Philidor Defense: Exchange Variation #3,Philidor Defense,,Exchange Variation #3
3701,TRUE,68,Mate,Black,10+0,usereal168,1632,piley159,1232,c4 d5 d4 dxc4 Qa4+ Nc6 Qxc4 Qxd4 Qxd4 Nxd4 Na3 e5 Be3 Bb4+ Kd1 Bf5 Bxd4 exd4 Nb5 O-O-O Nxa7+ Kb8 Nb5 c6 Na3 Nf6 Nc2 Ne4 Nxb4 Nxf2+ Kc1 Nxh1 a4 Nf2 a5 Rhe8 a6 d3 exd3 Re1+ Kd2 Rxa1 axb7 Kxb7 Be2 Rxg1 Bf3 Rd6 Ke3 Nxd3 Nxd3 Bxd3 Be4 Re1+ Kf3 Bxe4+ Kf2 Rb1 Ke3 Bxg2 h4 Rxb2 Kf4 Rd3 h5 Rb4+ Ke5 Rd5#,D20,5,Queen's Gambit Accepted: Accelerated Mannheim Variation,Queen's Gambit,Accepted,Accelerated Mannheim Variation
3702,TRUE,62,Mate,Black,10+0,piley159,1232,xmen123,2017,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Qh4 Qd3 Bc5 Be3 Nf6 Nxc6 Bxe3 Qxe3 dxc6 Nc3 O-O Qg3 Qh5 Qxc7 Bg4 f3 Bxf3 gxf3 Qxf3 Rg1 Qe3+ Kd1 Rad8+ Nd5 Nxd5 exd5 Rxd5+ Bd3 Qxg1+ Kd2 Qxa1 Qxb7 Re8 Kc3 Qe1+ Kb3 Qe6 Kc3 Rc5+ Kb4 Qd6 Ka4 Rb8 Qa6 Qd4+ c4 Qxb2 Qb5 cxb5+ cxb5 Rc3 Bxh7+ Kxh7 b6 Ra3#,C45,8,Scotch Game: Steinitz Variation,Scotch Game,,Steinitz Variation
3703,TRUE,41,Resign,Black,10+0,sy_nc,1359,piley159,1218,e4 e5 Nf3 Nc6 Bc4 d6 d3 Nh6 h3 Na5 Bb5+ c6 Ba4 b5 Bb3 f6 c4 bxc4 dxc4 Qc7 O-O Be6 Na3 Rb8 Bd2 Be7 Rc1 Nxb3 axb3 O-O g4 Qb7 b4 a5 Qa4 axb4 Nb1 Nf7 c5 dxc5 Rxc5,C50,5,Italian Game,Italian Game,,
3704,TRUE,39,Mate,White,10+0,piley159,1210,debo93,1112,e4 h5 Nf3 Rh6 d4 a5 Nc3 Raa6 Bxh6 gxh6 Bxa6 bxa6 Na4 Bb7 Qe2 e6 Nh4 Bb4+ c3 Qxh4 cxb4 axb4 O-O Bxe4 Nc5 Nf6 f3 d6 Nxe4 Nxe4 fxe4 Nc6 Rad1 Nxd4 Rxd4 Qd8 Qxh5 e5 Qxf7#,B00,2,Goldsmith Defense,Goldsmith Defense,,
3705,TRUE,35,Mate,White,10+0,piley159,1210,sharx,1191,e4 e6 Nf3 Nc6 d4 d5 e5 Bb4+ Nc3 Bxc3+ bxc3 Nh6 Bg5 f6 exf6 gxf6 Bxh6 e5 dxe5 Nxe5 Nxe5 fxe5 Qh5+ Kd7 O-O-O Qe8 Rxd5+ Kc6 Bb5+ Kxd5 Bxe8 Be6 Qd1+ Ke4 Qf3#,B00,4,Nimzowitsch Defense: Franco-Nimzowitsch Variation,Nimzowitsch Defense,,Franco-Nimzowitsch Variation
3706,TRUE,106,Mate,Black,10+0,piley159,1221,mjlcrow,1226,e4 e5 Qh5 g6 Qxe5+ Qe7 Qxh8 Nf6 e5 Qxe5+ Ne2 Nc6 d4 Qe6 Bg5 Ne7 Bxf6 Nf5 d5 Qxd5 Nf4 Qe4+ Be2 Qb4+ c3 Qxf4 Bg7 Nxg7 Qxh7 Qc1+ Bd1 Qxb2 Qg8 Qxa1 Bb3 Qxb1+ Ke2 Qe4+ Kd2 Qf4+ Ke2 Ne6 g3 Qe5+ Kf1 Qxc3 Bxe6 fxe6 Qxg6+ Ke7 Qh7+ Qg7 Qh4+ Qf6 Qb4+ d6 Kg2 c5 Qe4 d5 Qc2 c4 Qa4 Bd7 Qb4+ Kd8 Qxb7 Rc8 Qxa7 c3 Qa5+ Ke7 Rc1 Bg7 Qb4+ Ke8 a4 Qh6 f4 c2 a5 Bc3 Qa3 Bd2 Ra1 c1=Q Rxc1 Bxc1 Qxc1 Rxc1 a6 Ra1 a7 Rxa7 g4 Ra2+ Kg3 Ra3+ Kg2 Qh4 f5 Qxg4+ Kf2 Ra2+ Ke3 Qe4#,C20,3,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,,Wayward Queen Attack
3707,TRUE,29,Resign,Black,10+0,mimik29,1157,piley159,1211,e4 e5 d3 Nc6 Nf3 d5 Nc3 d4 Nb5 a6 Bg5 f6 Bxf6 Nxf6 Na3 Bb4+ c3 dxc3 bxc3 Bxa3 Qb3 Bc5 d4 exd4 cxd4 Nxd4 Qa4+ b5 Qd1,C20,3,King's Pawn Game: Leonardis Variation,King's Pawn Game,,Leonardis Variation
3708,TRUE,19,Resign,White,10+0,piley159,1201,mimik29,1180,e4 e5 Nf3 Nc6 d4 g6 d5 Nb4 c3 Na6 Nxe5 d6 Bb5+ c6 dxc6 Qg5 cxb7+ Kd8 Bxg5+,C44,5,Scotch Game,Scotch Game,,
3709,TRUE,18,Resign,Black,10+0,mimik29,1207,piley159,1190,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 Bxd5 Nxd5 Qh5 g6 Qh4 Nf4 d4 Nxg2+ Kf1 Nxh4,C57,8,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,Italian Game,,Two Knights Defense
3710,TRUE,19,Mate,White,10+0,piley159,1179,donkorleone,1197,e4 e5 d4 Nc6 dxe5 Nxe5 Nf3 d6 Nc3 Bg4 h3 Bd7 Nxe5 dxe5 Qd5 f6 Bc4 c6 Qf7#,B00,7,Nimzowitsch Defense: Kennedy Variation |  Paulsen Attack,Nimzowitsch Defense,,Kennedy Variation
3711,TRUE,138,Resign,Black,10+0,jamazing01,1315,piley159,1163,e4 e5 Nf3 Nc6 Nc3 Nf6 d4 d5 Bg5 dxe4 Nxe4 exd4 Bxf6 gxf6 Bd3 Bb4+ c3 Bf8 O-O Bf5 cxd4 Nxd4 Nxd4 Qxd4 Re1 O-O-O Ng3 Bb4 Bxf5+ Kb8 Qxd4 Rxd4 Re4 Rhd8 h3 h5 Rxd4 Rxd4 Ne2 Rd2 a3 Bc5 Rc1 b6 Nf4 Rxf2 Rf1 Rxf4+ Kh2 Rxf1 g4 Bd6+ Kg2 Re1 gxh5 c5 h6 Re8 Kf3 c4 Kg4 Rg8+ Kh5 Rh8 h7 b5 Kh6 Bf8+ Kh5 b4 axb4 c3 bxc3 Kb7 c4 Bxb4 Kg4 a5 Kf4 a4 Bb1 Rxh7 Bxh7 a3 Bb1 Kb6 Ba2 Ka5 h4 Bf8 Ke4 Kb4 Kd4 f5 Ke5 Kc3 Kxf5 Kb2 h5 Kxa2 h6 Bxh6 c5 Kb2 c6 a2 c7 a1=Q c8=Q Qa5+ Kf6 Qa7 Qh8 Qf2+ Ke7+ Bg7 Qxg7+ f6 Qf7 f5 Qf6+ Kc2 Qc6+ Kd3 Qb5+ Kd2 Ke6 f4 Qd5+ Ke3 Qf5 f3 Ke5 Qg3+ Qf4+ Qxf4+ Ke6 f2,C47,7,Four Knights Game: Scotch Variation,Four Knights Game,,Scotch Variation
3712,TRUE,61,Resign,Black,10+0,piley159,1166,jgod,1061,e4 d5 d3 e5 exd5 Qxd5 Nc3 Qa5 Qh5 Nc6 f4 exf4 Qg4 Qe5+ Nge2 Bxg4 Bxf4 Qe7 O-O-O g6 h3 Bh6 hxg4 Bxf4+ Nxf4 Nf6 g5 Ng4 Nfd5 Qxg5+ Kb1 Nf2 Nxc7+ Kd7 Nxa8 Nxh1 Ne4 Qa5 Nf6+ Kd6 Ne4+ Ke5 Re1 Rxa8 Nc5+ Kd5 c4+ Kd4 Re4+ Kxc5 d4+ Nxd4 Re5+ Kb4 a3+ Ka4 b3+ Nxb3 Kb2 Qxe5+ Kc2,B01,2,Scandinavian Defense,Scandinavian Defense,,
3713,TRUE,25,Mate,White,10+0,skids19,1197,piley159,1176,e4 e5 Nf3 Nc6 Bb5 d6 Bxc6+ bxc6 d3 g6 Be3 Nf6 Nc3 Ng4 O-O Nxe3 fxe3 d5 Nxe5 dxe4 Nxe4 Bd6 Qf3 Bxe5 Qxf7#,C62,6,Ruy Lopez: Steinitz Defense,Ruy Lopez,,Steinitz Defense
3714,TRUE,47,Mate,White,10+0,piley159,1163,skids19,1214,d4 d5 c4 e6 cxd5 exd5 Nc3 Nf6 e4 Be6 Bb5+ c6 Ba4 Nxe4 Nxe4 dxe4 Nh3 Bd6 Bg5 Be7 f4 Bxh3 gxh3 Bxg5 fxg5 Qxg5 Qc1 Qa5+ Qc3 Qxa4 b3 Qb5 Rd1 Qh5 d5 O-O dxc6 bxc6 Qg3 Qc5 h4 Nd7 Rg1 Qa5+ Rd2 Qb4 Qxg7#,D30,4,Queen's Gambit Declined,Queen's Gambit,Declined,
3715,TRUE,32,Mate,Black,10+0,craigi70,1152,piley159,1152,e4 e5 Qh5 d6 d4 exd4 Qd5 Qf6 Nf3 Ne7 Qc4 Nec6 Bg5 Qe6 Qa4 Qxe4+ Be3 Bf5 c3 dxe3 Qxe4+ Bxe4 Bb5 d5 Bxc6+ bxc6 Na3 Bc5 b4 exf2+ Kf1 Bd3#,C20,3,King's Pawn Game: Wayward Queen Attack,King's Pawn Game,,Wayward Queen Attack
3716,TRUE,60,Resign,Black,10+0,piley159,1156,yomoime,1442,d4 d5 c4 dxc4 Nc3 e6 Nf3 Bb4 g3 Nf6 Bh3 Bxc3+ bxc3 Ne4 Bb2 Nc6 O-O e5 dxe5 Bxh3 Re1 g5 g4 Bxg4 Qa4 Bxf3 exf3 g4 fxe4 g3 fxg3 h5 e6 fxe6 e5 Kf8 Ba3+ Kg8 Qxc4 Rh6 h4 Kh7 Bc1 Rg6 g4 Rxg4+ Kf2 Rxc4 Rg1 Qxh4+ Kf1 Qh3+ Ke1 Qxc3+ Kd1 Qxa1 Rg5 Qxc1+ Ke2 Qxg5,D20,4,Queen's Gambit Accepted,Queen's Gambit,Accepted,
3717,TRUE,118,Mate,Black,10+0,piley159,1154,arroyon,1332,e4 c6 e5 e6 d4 d5 c3 c5 Bb5+ Bd7 Qe2 cxd4 Nf3 Bxb5 Qxb5+ Qd7 Nxd4 Qxb5 Nxb5 Na6 Nc7+ Nxc7 O-O Ne7 Nd2 Nf5 c4 Bc5 Nb3 Bd4 Nxd4 Nxd4 b3 O-O Rd1 Nc2 Rb1 Nb4 cxd5 Nbxd5 Ba3 Rfd8 Rbc1 Nb5 Bb2 h6 h3 Rac8 a4 Nbc7 Ba3 Na6 b4 Naxb4 Bxb4 Nxb4 a5 Nc6 a6 bxa6 Ra1 Nxe5 Re1 Nd3 Re3 Nb4 f4 Nc2 Rae1 Nxe3 Rxe3 Rd1+ Kf2 Rc2+ Kf3 Rf1+ Kg3 a5 h4 h5 f5 exf5 Re8+ Kh7 Re7 Rh1 Rxf7 Rc3+ Kf2 Rxh4 g3 Rh2+ Kg1 Ra2 Rxf5 Rc1+ Rf1 Rxf1+ Kxf1 a4 Ke1 Rc2 Kd1 Rc3 Kd2 Rc8 Ke3 a3 Kf4 a2 Kg5 a1=Q Kxh5 Qf6 g4 Rc5+ g5 Qxg5#,B10,2,Caro-Kann Defense,Caro-Kann Defense,,
3718,TRUE,51,Mate,White,10+0,jeb90,1348,piley159,1160,e4 d5 e5 e6 d4 Bb4+ Bd2 Be7 Bb5+ Bd7 Bxd7+ Nxd7 Nf3 Nh6 Bxh6 gxh6 Qd2 Bg5 Qb4 Be7 Qd2 Rg8 Qxh6 Bg5 Qxh7 Rg6 h4 Rh6 Qg8+ Nf8 Qxg5 Rxh4 Rxh4 f6 exf6 Nh7 Qg8+ Nf8 Rh8 Qxf6 Nc3 O-O-O Nb5 Kb8 O-O-O Ng6 Qh7 Nxh8 Qh4 Qf7 Qxd8#,C02,5,French Defense: Advance Variation #3,French Defense,,Advance Variation #3
3719,TRUE,27,Resign,White,10+0,damian910801,1322,piley159,1147,e4 c5 d4 Qa5+ Bd2 Qa4 Nf3 cxd4 Bd3 d6 c3 Qxd1+ Kxd1 e5 cxd4 exd4 Nxd4 g6 Na3 Nc6 Ndb5 Bg4+ f3 Be6 Bc3 Nge7 Nxd6+,B21,3,Sicilian Defense: Smith-Morra Gambit #2,Sicilian Defense,,Smith-Morra Gambit #2
3720,TRUE,14,Resign,Black,10+0,piley159,1153,borbapvb,1370,e4 e5 Bc4 Nc6 Qh5 g6 Qf3 Qf6 Bxf7+ Kxf7 d3 Nd4 Qf5 gxf5,C23,3,Bishop's Opening,Bishop's Opening,,
3721,TRUE,123,Out of Time,Draw,10+0,piley159,1152,ahl57,1162,d4 d5 c4 dxc4 Nc3 a6 e3 b5 b4 Qd6 Nf3 Qxb4 Bd2 Nf6 g3 e6 Bh3 g6 Rb1 Qd6 a4 h5 axb5 axb5 Nxb5 Qc6 Ne5 Qb7 Nxc4 Qxh1+ Ke2 Qxh2 Nxc7+ Kd8 Nxa8 Qxh3 Nd6 Qg4+ Ke1 Bxd6 Rxb8 Qxd1+ Kxd1 Bxb8 Ba5+ Kd7 Nb6+ Kd8 Nd5+ Kd7 Nxf6+ Ke7 Ne4 h4 Bb4+ Kd7 Nf6+ Kc6 gxh4 Rxh4 d5+ exd5 Ke2 Rxb4 f3 Ba6+ Kf2 Rb2+ Ke1 Rb1+ Kf2 Rb2+ Ke1 Bg3+ Kd1 Rb3 e4 Rd3+ Ke2 dxe4 fxe4 Rd6+ Kf3 Rxf6+ Kxg3 Bc8 e5 Re6 Kf4 Kd5 Kg5 Ba6 Kh6 Bd3 Kg7 f5 Kf7 f4 Kg7 f3 Kf7 Kxe5 Kg7 f2 Kg8 f1=Q Kg7 Qf7+ Kxf7 Bb5 Kg7 Be8 Kf8 Kf6 Kg8 Re7 Kh8 Kf7 Kh7 g5 Kh6 g4 Kh5,D20,4,Queen's Gambit Accepted,Queen's Gambit,Accepted,
3722,TRUE,74,Out of Time,Black,10+0,lyfrules,1064,piley159,1144,e3 c5 f3 Nc6 g3 g6 Nh3 Nf6 c3 b6 Bc4 e6 Ng5 Bh6 f4 O-O Qe2 d5 Bb5 Bd7 Nxe6 fxe6 b4 a6 Bxa6 Rxa6 Qxa6 cxb4 Qa4 Na5 Qd1 bxc3 Nxc3 Nb3 axb3 b5 Ra5 b4 Na2 Qxa5 Qc2 Ra8 O-O Qxa2 Qc5 g5 Qe7 gxf4 Qxf6 Be8 Bb2 Qa7 Qh8+ Kf7 Qxh7+ Kf8 Qxh6+ Ke7 Qg7+ Kd8 Bf6+ Kc8 Qxa7 Rxa7 Rxf4 Ra1+ Kg2 Rb1 Rxb4 Rd1 Rb6 Rxd2+ Kg1 Re2,A00,1,Van't Kruijs Opening,Van't Kruijs Opening,,
3723,FALSE,8,Resign,Black,30+0,piley159,1144,ahm7777,1500,e4 e5 Bc4 Nc6 Qh5 g6 Qg5 Qxg5,C23,3,Bishop's Opening,Bishop's Opening,,
3724,TRUE,125,Out of Time,White,10+0,krizantem_579686,1192,piley159,1153,e4 Nf6 Nc3 e5 b3 g6 g3 Bg7 Bg2 O-O Nf3 Nc6 O-O d5 d4 dxe4 dxe5 Nxe5 Nxe5 Ng4 Nxg4 Bxg4 Qxg4 c5 Qxe4 Bxc3 Rb1 Re8 Qc4 Bd4 h4 Qd7 Be3 Rad8 Rbd1 b5 Qd5 b4 Bxd4 cxd4 Rxd4 Qc8 Qc4 a5 Bd5 Qh3 Bxf7+ Kg7 Bxe8 Rxe8 Rd7+ Kh6 f4 Qxg3+ Kh1 Qxh4+ Kg2 Qg4+ Kf2 Qh4+ Kf3 Qh3+ Kf2 Qxd7 Rh1+ Kg7 Qc3+ Kg8 Qc4+ Kg7 Qc5 Qd2+ Kg3 Re3+ Kg4 Qg2+ Kh4 Qxh1+ Kg4 Qg1+ Kh4 Qe1+ Kg4 Rg3+ Kh4 g5+ fxg5 Qe6 Qc7+ Kg6 Qxg3 Qe4+ Kh3 Qxc2 Qd6+ Kxg5 Qd5+ Kf6 Qxa5 Qe4 Qb6+ Kf5 a4 h5 Qf2+ Kg5 Qg2+ Qg4+ Qxg4+ hxg4+ Kg3 Kf6 a5 Ke7 a6 Kd8 a7 Kc7 a8=Q Kb6 Qb8+ Kc5 Qg8 Kd4 Qc4+,C26,4,Vienna Game: Falkbeer Variation,Vienna Game,,Falkbeer Variation
